tweeted,feed_date,feed_weekday,archive_url,title,mp3_url,synopsis,broadcast_date,physical_format,duration,digital_format,ownership,language,program_sponsor,broadcast_datetime,broadcast_year,broadcast_month,broadcast_monthday,has_mp3_url,mp3_path,feed_url
x,2021-11-08,2,/programs/professor-ali-irani-pseudonym-name-protect-his-identity-talks-about-regime-shah-mohammad,Professor Ali Irani [pseudonym name to protect his identity] talks about the regime of the Shah [Mohammad Reza Pahlavi],https://s3.amazonaws.com/wfmt-studs-terkel/published/9517.mp3,"Professor Ali Irani (pseudonym name) is a Humanities professor at a recognized midwest university that discusses the regime of the Shah, Mohammad Reza Pahlavi. Includes a fiften minute interview with an American couple, Luis and Joan Smiley, that talks about their experience with students protesting the regime in Kentucky, Louisiana.","Nov. 8, 1978",1 sound tape reel (ca. 54.24 min.) : 10 1/2 in.,"54 minutes, 44 seconds",WAV,The Chicago History Museum,English,,1978-11-08,1978.0,11.0,8.0,True,mp3/9517.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/9517.mp3
x,2021-11-12,6,/programs/three-vietman-war-veterans-robert-black-robert-johnson-and-dr-gordon-livingston-discuss,"Three Vietman War veterans, Robert Black, Robert Johnson and Dr. Gordon Livingston, discuss the war, part 1",https://s3.amazonaws.com/wfmt-studs-terkel/published/6116.mp3,"Robert Black, Robert Johnson, and Dr. Gordon Livingston talk about the Vietnam War.  All three are officers in the military and veterans of the Vietnam War.  They talk about the Tet offensive and the Battle of Hue in 1968, and the deplorable treatment of the Vietnamese people by the United States military .  Upon returning they have chosen to become anti-Vietnam War because it is not a struggle to stop Communism so much as being a force of destruction.","Nov. 12, 1970",1 sound tape reel (ca. 60 min.) : 10 1/2 in.,1 second,WAV,The Chicago History Museum,English,,1970-11-12,1970.0,11.0,12.0,True,mp3/6116.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/6116.mp3
x,2021-11-17,4,/programs/geoffrey-wolff-discusses-his-book-about-harry-crosby,Geoffrey Wolff discusses his book about Harry Crosby,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F55973.mp3,"Terkel interview author Geoffrey Wolff about his latest book. Entitled ""Black Sun,"" it is a biography of Harry Crosby.","Nov. 17, 1976",1 sound tape reel (ca. 52.10 min.) : 10 1/2 in.,"52 minutes, 21 seconds",WAV,The Chicago History Museum,English,,1976-11-17,1976.0,11.0,17.0,True,mp3/55973.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/55973.mp3
x,2021-11-21,1,/programs/oriana-fallaci-conversation-studs-terkel-1,Oriana Fallaci in conversation with Studs Terkel,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F44270.mp3,,"Nov. 21, 1980",1 sound tape reel (ca. 54 min.) : 10 1/2 in.,"54 minutes, 1 second",WAV,The Chicago History Museum,English,,1980-11-21,1980.0,11.0,21.0,True,mp3/44270.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/44270.mp3
x,2021-11-26,6,/programs/muhammad-ali-discusses-his-book-greatest-my-own-story,"Muhammad Ali discusses his book ""The Greatest: My Own Story""",https://wfmt-studs-terkel.s3.amazonaws.com/published/56236.mp3,"Content Warning:  This conversation includes racially and/or culturally derogatory language and/or negative depictions of Black and Indigenous people of color, women, and LGBTQI+ individuals. Rather than remove this content, we present it in the context of twentieth-century social history to acknowledge and learn from its impact and to inspire awareness and discussion.  
Muhammad Ali discusses his book ""The Greatest: My Own Story,"" touching on topics including his childhood and family, conversion to Islam, stance on the Vietnam War, and experiences in jail.","Nov. 26, 1975",1 sound tape reel (ca. 54 min.) : 10 1/2 in.,"33 minutes, 58 seconds",WAV,"Chicago History Museum, The Chicago History Museum",English,,1975-11-26,1975.0,11.0,26.0,True,mp3/56236.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/56236.mp3
x,2021-12-01,4,/programs/federico-fellini-and-actors-discuss-their-film-la-dolce-vita-and-character-steiner,"Federico Fellini and actors discuss their film ""La Dolce Vita"" and the character Steiner",https://s3.amazonaws.com/wfmt-studs-terkel/published/7940.mp3,"Studs Terkel plays interview clips of actors [Marcello Mastroianni and Alain Cuny] and the director Federico Fellini discussing their film ""La Dolce Vita"" and the character Steiner. At the beginning of the program Studs Terkel interviews Nelson Algren, a writer, and Mario Devecki (a person who made the film ""La Dolce Vita"" happen) about La Dolce Vita and Steiner.","Dec. 1, 1962",1 sound tape reel (ca. 52 min.) : 10 1/2 in.,"51 minutes, 16 seconds",WAV,The Chicago History Museum,"English, Italian, French",,1962-12-01,1962.0,12.0,1.0,True,mp3/7940.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/7940.mp3
x,2021-12-09,5,/programs/pete-hamill-conversation-studs-terkel,Pete Hamill in conversation with Studs Terkel,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F44385.mp3,,"Dec. 9, 1977",1 sound tape reel (ca. 53.57 min.) : 10 1/2 in.,"54 minutes, 5 seconds",WAV,The Chicago History Museum,English,,1977-12-09,1977.0,12.0,9.0,True,mp3/44385.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/44385.mp3
x,2021-12-13,2,/programs/discussing-book-new-russians-author-journalist-hedrick-smith,"Discussing the book ""The New Russians"" with the author, journalist Hedrick Smith",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F35370.mp3,Program includes an excerpt of a May 1990 interview with Russian journalist Vitaly Korotich.,"Dec. 13, 1990",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"55 minutes, 16 seconds",WAV,The Chicago History Museum,English,,1990-12-13,1990.0,12.0,13.0,True,mp3/35370.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/35370.mp3
x,2021-12-22,4,/programs/howard-vincent-discusses-foreign-languages-and-herman-melville,Howard Vincent discusses foreign languages and Herman Melville,https://s3.amazonaws.com/wfmt-studs-terkel/published/12938.mp3,"Foreign language expert Howard Vincent talks with Studs Terkel about foreign languages, Herman Melville, “Moby Dick,” and other literary works.","Dec. 22, 1959",2 sound tape reels (ca. 60 min.) : 7 in.,"27 minutes, 4 seconds",WAV,The Chicago History Museum,English,,1959-12-22,1959.0,12.0,22.0,True,mp3/12938.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/12938.mp3
x,2021-12-27,2,/programs/discussing-book-haymarket-tragedy-author-historian-paul-avrich,"Discussing the book ""The Haymarket Tragedy,"" with the author, historian Paul Avrich",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F35214.mp3,,"Dec. 27, 1984",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"50 minutes, 23 seconds",WAV,The Chicago History Museum,English,,1984-12-27,1984.0,12.0,27.0,True,mp3/35214.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/35214.mp3
x,2022-10-13,5,/programs/dr-martin-luther-king-jr-discusses-civil-rights-regards-his-i-have-dream-speech,"Dr. Martin Luther King Jr. discusses civil rights in regards to his ""I Have a Dream"" speech",https://s3.amazonaws.com/wfmt-studs-terkel/published/20152.mp3,"Studs Terkel interviews Dr. Martin Luther King Jr. at the home of gospel singer Mahalia Jackson. They discuss King's ""I Have a Dream"" speech that he made in 1963, at the foot of the Lincoln Memorial. At the end of the program there are various gospel music selections featuring Jackson and others.","Oct. 22, 1964",,"12 minutes, 16 seconds",,,,,1964-10-22,1964.0,10.0,22.0,True,mp3/20152.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/20152.mp3
x,2022-10-13,5,/programs/gage-park-residents-discuss-race-relations-and-racial-integration-gage-park-high-school,Gage Park residents discuss race relations and racial integration at Gage Park High School ; part 1,https://s3.amazonaws.com/wfmt-studs-terkel/published/13572.mp3,"A diverse panel of Gage Park residents discuss racial integration at Gage Park High School, neighborhood change, and race relations in general.","Aug. 4, 1970",2 sound tape reels (ca. 120 min.) :: 10 1/2 in.,1 second,WAV,The Chicago History Museum,English,,1970-08-04,1970.0,8.0,4.0,True,mp3/13572.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/13572.mp3
x,2022-10-13,5,/programs/gage-park-residents-discuss-race-relations-and-racial-integration-gage-park-high-school-0,Gage Park residents discuss race relations and racial integration at Gage Park High School ; part 2,https://s3.amazonaws.com/wfmt-studs-terkel/published/13571.mp3,"A diverse panel of Gage Park residents discuss racial integration at Gage Park High School, neighborhood change, and race relations in general.","Aug. 4, 1970",2 sound tape reels (ca. 120 min.) :: 10 1/2 in.,"26 minutes, 18 seconds",WAV,The Chicago History Museum,English,,1970-08-04,1970.0,8.0,4.0,True,mp3/13571.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/13571.mp3
x,2022-10-21,6,/programs/discussing-sweeny-todd-angela-lansbury,"Discussing ""Sweeny Todd"" with Angela Lansbury",https://wfmt-studs-terkel.s3.amazonaws.com/published/48475.mp3,,"Feb. 19, 1981",1 sound tape reel (ca. 49.30 min.) : 10 1/2 in.,"32 minutes, 46 seconds",WAV,The Chicago History Museum,English,,1981-02-19,1981.0,2.0,19.0,True,mp3/48475.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/48475.mp3
x,2022-10-28,6,/programs/mike-royko-discussing-book-boss-richard-j-daley-chicago,"Mike Royko discussing the book ""Boss: Richard J. Daley of Chicago""",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F34353.mp3,"Chicago newspaper columnist Mike Royko discusses his book ""Boss: Richard J. Daley of Chicago"" and its subject, former Chicago mayor Richard J. Daley.","Mar. 15, 1971","1 sound tape reel (ca. 60 min.) : 10 1/2 in., 1 sound tape (Ca. 54 min.) : 3 in. Copy, 1997 May 05-T2861.","46 minutes, 5 seconds",WAV,The Chicago History Museum,English,,1971-03-15,1971.0,3.0,15.0,True,mp3/34353.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/34353.mp3
x,2022-11-04,6,/programs/susan-sontag-discusses-tuberculosis,Susan Sontag discusses Tuberculosis,https://s3.amazonaws.com/wfmt-studs-terkel/published%2F22912.mp3,"Sontag reads from ""Illness as Metaphor"" and discusses differences between diseases, particularly tuberculosis and cancer, regarding historic understanding and cultural representation.","Jun. 30, 1978",1 sound tape reel (ca. 54.25 min.) : 10 1/2 in.,"54 minutes, 26 seconds",WAV,The Chicago History Museum,English,,1978-06-30,1978.0,6.0,30.0,True,mp3/22912.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/22912.mp3
x,2022-11-11,6,/programs/toni-morrison-reads-and-talks-about-her-book-sula,"Toni Morrison reads from and talks about her book ""Sula""",https://wfmt-studs-terkel.s3.amazonaws.com/published/34390.mp3,"Studs Terkel interviews writer Toni Morrison. This interview begins with a reading from the book, ""Sula"" by Morrison Morrison continues to read excerpts from her novel ""Sula"" and discusses her literature.","Apr. 16, 1974",1 sound tape reel (ca. 33.31 min.) : 10 1/2 in.,"30 minutes, 36 seconds",WAV,The Chicago History Museum,English,,1974-04-16,1974.0,4.0,16.0,True,mp3/34390.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/34390.mp3
x,2022-11-18,6,/programs/brownie-mcghee-and-sonny-terry-discuss-their-careers-blues-musicians-0,Brownie McGhee and Sonny Terry discuss their careers as blues musicians,https://wfmt-studs-terkel.s3.amazonaws.com/published/33484.mp3,Brownie McGhee and Sonny Terry discuss their careers as blues musicians and longtime collaborators. The close relationship between Terry and McGhee is apparent as they perform a number of original and traditional songs during the interview. Songs have been removed due to copyright.,"Jan. 28, 1970",1 sound tape reel (ca. 56.14 min.) : 10 1/2 in.,"28 minutes, 34 seconds",WAV,The Chicago History Museum,English,,1970-01-28,1970.0,1.0,28.0,True,mp3/33484.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/33484.mp3
x,2022-11-25,6,/programs/andres-segovia-discusses-his-life-and-career-classical-guitarist,Andres Segovia discusses his life and career as a classical guitarist,https://s3.amazonaws.com/wfmt-studs-terkel/published%2F20026.mp3,"Studs interview with Andres Segovia about his life in Grenada and how he came to play the guitar as an orchestra instrument.  Segovia speaks to the history of the guitar and other instruments as classical musical instruments.  They discuss Segovia's choice of instrument, how he gives back to his genre, how he stays vibrant at his age, and how he and his audiences relate.  Segovia explains his desires for the guitar in the philharmonic world.  Studs notes how Segovia has had to teach composers how to write for guitars.","Feb. 2, 1978",1 sound tape reel (ca. 60 min.) :,"48 minutes, 10 seconds",WAV,The Chicago History Museum,English,,1978-02-02,1978.0,2.0,2.0,True,mp3/20026.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/20026.mp3
x,2022-12-02,6,/programs/bob-newhart-discusses-his-comedic-craft,Bob Newhart discusses his comedic craft,https://wfmt-studs-terkel.s3.amazonaws.com/published/48471.mp3,Comedian and actor Bob Newhart discusses his career and his life before becoming a comedian; excerpt from his stand-up performance is played.,"Apr. 13, 1960",1 sound tape reel (ca. 27 min.) : 7 in.,"19 minutes, 50 seconds",WAV,The Chicago History Museum,English,,1960-04-13,1960.0,4.0,13.0,True,mp3/48471.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/48471.mp3
x,2022-12-09,6,/programs/cesar-chavez-discusses-farm-labor-rights,Cesar Chavez discusses farm labor rights,https://wfmt-studs-terkel.s3.amazonaws.com/published/56280.mp3,Cesar Chavez discusses the United Farm Workers effort to gain rights for farm laborers and his childhood that led him to become a labor rights activist.,1967,,"38 minutes, 43 seconds",,,,,,,,,True,mp3/56280.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/56280.mp3
x,2022-12-16,6,/programs/john-prine-discusses-songwriting-and-growing-southern-illinois,John Prine discusses songwriting and growing up in Southern Illinois,https://wfmt-studs-terkel.s3.amazonaws.com/published/34361.mp3,"They briefly discuss coal mining in Appalachia, specifically Blackey Kentucky.   Includes an interview with Joe Begley a coal miner from Blackey, Kentucky.",1972,1 sound tape reel (ca. 55.05 min.) : 10 1/2 in.,"32 minutes, 23 seconds",WAV,The Chicago History Museum,English,,,,,,True,mp3/34361.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/34361.mp3
x,2022-12-23,6,/programs/discussing-book-molly-ivins-cant-say-can-she-journalist-and-author-molly-ivins,"Discussing the book ""Molly Ivins Can't Say That, Can She?"" with journalist and author Molly Ivins",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F37399.mp3,,"Oct. 25, 1991",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"50 minutes, 49 seconds",WAV,The Chicago History Museum,English,,1991-10-25,1991.0,10.0,25.0,True,mp3/37399.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/37399.mp3
x,2022-12-30,6,/programs/discussing-racial-inequality-america-historian-john-hope-franklin,Discussing racial inequality in America with historian John Hope Franklin,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F49626.mp3,,"Mar. 15, 1979",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"53 minutes, 20 seconds",WAV,The Chicago History Museum,English,,1979-03-15,1979.0,3.0,15.0,True,mp3/49626.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/49626.mp3
x,2023-01-06,6,/programs/alan-lomax-discusses-collecting-international-folk-music-part-1,Alan Lomax discusses collecting international folk music ; part 1,https://wfmt-studs-terkel.s3.amazonaws.com/published/49694.mp3,This 1959 broadcast was recorded after Alan Lomax traveled Europe collecting folk music.,"Jun. 30, 1959",2 sound tape reels (ca. 114 min.) :: 10 1/2 in.,"34 minutes, 2 seconds",WAV,The Chicago History Museum,English,,1959-06-30,1959.0,6.0,30.0,True,mp3/49694.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/49694.mp3
x,2023-01-06,6,/programs/alan-lomax-discusses-collecting-international-folk-music-part-2,Alan Lomax discusses collecting international folk music ; part 2,https://wfmt-studs-terkel.s3.amazonaws.com/published/49699.mp3,This 1959 broadcast was recorded after Alan Lomax traveled Europe collecting folk music.,"Jun. 30, 1959",2 sound tape reels (ca. 114 min.) :: 10 1/2 in.,"39 minutes, 33 seconds",WAV,The Chicago History Museum,English,,1959-06-30,1959.0,6.0,30.0,True,mp3/49699.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/49699.mp3
x,2023-01-13,6,/programs/carl-bernstein-and-bob-woodward-discuss-book-all-presidents-men,"Carl Bernstein and Bob Woodward discuss the book ""All the President's Men""",https://s3.amazonaws.com/wfmt-studs-terkel/published/5999.mp3,"Washington Post journalists discuss their book ""All the President's Men"" about breaking the Watergate scandal.","Jun. 21, 1974",1 sound tape reel (ca. 54.25 min.) : 10 1/2 in.,"55 minutes, 3 seconds",WAV,The Chicago History Museum,English,,1974-06-21,1974.0,6.0,21.0,True,mp3/5999.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/5999.mp3
x,2023-01-20,6,/programs/ravi-shankar-discusses-playing-sitar,Ravi Shankar discusses playing the sitar,https://wfmt-studs-terkel.s3.amazonaws.com/published/54800.mp3,"A master at playing the sitar, Ravi Shankar, also composed the music for the soundtrack of ""Gandi"". According to Shankar, there are 72 scales in Indian music and when he plays music, 90% of it is improvisation. Younger people became interested in playing the instrument after Shankar announced he was teaching George Harrison of the Beatles how to play the sitar.
There is an excerpt of an interview with Shankar from 22 years ago, to the date of this program.","Oct. 26, 1983",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"39 minutes, 10 seconds",WAV,The Chicago History Museum,English,,1983-10-26,1983.0,10.0,26.0,True,mp3/54800.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/54800.mp3
x,2023-01-27,6,/programs/reminiscing-about-baseball-former-chicago-white-sox-owner-bill-veeck-jr,"Reminiscing about baseball with former Chicago White Sox owner Bill Veeck, Jr.",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F54391.mp3,,"Feb. 17, 1981",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"46 minutes, 12 seconds",WAV,The Chicago History Museum,English,,1981-02-17,1981.0,2.0,17.0,True,mp3/54391.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/54391.mp3
x,2023-02-03,6,/programs/peter-bogdanovich-discusses-last-picure-show,"Peter Bogdanovich discusses the ""Last Picure Show""",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F57253.mp3,,,,"48 minutes, 9 seconds",,,,,,,,,True,mp3/57253.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/57253.mp3
x,2023-02-10,6,/programs/former-halfway-house-residents-discuss-halfway-houses,Former halfway house residents discuss halfway houses,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F56458.mp3,Discussion about halfway houses with a panel of former halfway house residents. ,"Oct. 16, 1973",1 sound tape reel (ca. 55.40 min.) : 10 1/2 in.,"54 minutes, 19 seconds",WAV,The Chicago History Museum,English,,1973-10-16,1973.0,10.0,16.0,True,mp3/56458.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/56458.mp3
x,2023-02-17,6,/programs/discussing-music-mothers-invention-and-interviewing-frank-zappa,Discussing the music of the Mothers of Invention and interviewing Frank Zappa,https://s3.amazonaws.com/wfmt-studs-terkel/published/20148.mp3,"Discussing the music of the Mothers of Invention and interviewing Frank Zappa.  Songs include ""Who are the Brain Police,"" ""Brown Shoes Don't Make It,"" ""Concentration Moon,"" ""Mom and Dad,"" ""Bow Tie Daddy,"" ""Harry, You're a Beast,"" ""What's the Ugliest Part of Your Body?"" ""Trouble Every Day,"" ""Very Distraughtening,"" ""White Ugliness"" and ""There Will Come a Time.""","Aug. 1, 1970","1 sound tape reel (ca. 61 min.) : 10 1/2 in., 1 sound tape reel (ca. 61 min.) : 10 1/2 in. Copy,-T3006B.","35 minutes, 35 seconds",WAV,The Chicago History Museum,English,,1970-08-01,1970.0,8.0,1.0,True,mp3/20148.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/20148.mp3
x,2023-02-24,6,/programs/bertrand-russell-discusses-science-and-world-peace-phyllis-evans-discusses-national-health,Bertrand Russell discusses science and world peace. Phyllis Evans discusses the National Health Plan ; part 1,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F55716.mp3,"Sir Bertrand Russell says scientists have a fundamental obligation to let the authorities know if and when what they're working on could lead to or cause a war. Russell claims, no matter the side, there are no winners as a result of war. The world could be a far better place, Russell explained, if it weren't for the fact of man's hatred toward other men.

If one lives in the United States and has a grave illness or needs a major surgery, Phyllis Evans says one should not have to go into bankruptcy because of all the costs. Evans talks about the National Health Plan where she lives in Wales.",1962,1 sound tape reel (ca. 60 min.) : 5 in.,"49 minutes, 14 seconds",WAV,The Chicago History Museum,English,,,,,,True,mp3/55716.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/55716.mp3
x,2023-03-03,6,/programs/edward-said-discusses-book-covering-islam,"Edward Said discusses the book ""Covering Islam""",https://s3.amazonaws.com/wfmt-studs-terkel/published%2F22865.mp3,"Discussing the book ""Covering Islam"" with the author Edward Said.
",1980,1 sound tape reel (ca. 53.13 min.) : 10 1/2 in. Copy-T3199.203.,"53 minutes, 14 seconds",WAV,The Chicago History Museum,English,,,,,,True,mp3/22865.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/22865.mp3
x,2023-03-10,6,/programs/father-daniel-berrigan-discusses-his-life,Father Daniel Berrigan discusses his life,https://s3.amazonaws.com/wfmt-studs-terkel/published/6005.mp3,"Fr. Daniel Berrigan speaks about his early life, and relationship with his family, on his becoming a priest, and on being an anti-Vietnam War activist.","Jun. 1, 1972",1 sound tape reel (ca. 58.40 min.) : 10 1/2 in.,"58 minutes, 25 seconds",WAV,The Chicago History Museum,English,,1972-06-01,1972.0,6.0,1.0,True,mp3/6005.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/6005.mp3
x,2023-03-17,6,/programs/interview-maurice-sendak-0,Interview with Maurice Sendak,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F49622.mp3,"Discussing the books ""Nutcracker,"" ""The Love for Three Oranges: The Glyndebourne Version,"" ""Where the Wild Things Are,"" and ""Outside Over There"" with author and artist Maurice Sendak.","Nov. 12, 1984",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"50 minutes, 9 seconds",WAV,The Chicago History Museum,English,,1984-11-12,1984.0,11.0,12.0,True,mp3/49622.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/49622.mp3
,2023-03-24,6,/programs/interviewing-hiroshima-survivors-hibakusha-and-orizuru,Interviewing Hiroshima survivors Hibakusha and Orizuru,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F40802.mp3,,1964,1 sound tape reel (ca. 60 min.) : 7 in.,"50 minutes, 1 second",WAV,The Chicago History Museum,English,,,,,,True,mp3/40802.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/40802.mp3
,2023-03-31,6,/programs/jack-anderson-discusses-his-book-confessions-muckraker-inside-story-life-washington-during,"Jack Anderson discusses his book ""Confessions of a Muckraker: The Inside Story of Life in Washington During the Truman, Eisenhower, Kennedy, and Johnson Years""",https://s3.amazonaws.com/wfmt-studs-terkel/published/3856.mp3,"Political commentator Jack Anderson talks about his career, from his beginnings as a war correspondent in WWII, to his time under his mentor Drew Pearson.","May. 23, 1979",1 sound tape reel (ca. 55.51 min.) : 10 1/2 in.,"55 minutes, 57 seconds",WAV,The Chicago History Museum,English,,1979-05-23,1979.0,5.0,23.0,True,mp3/3856.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/3856.mp3
,2023-04-07,6,/programs/marlon-brando-discusses-his-views-mankind-part-1,Marlon Brando discusses his views on mankind ; part 1,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F42141.mp3,"Content Warning:  This conversation includes racially and/or culturally derogatory language and/or negative depictions of Black and Indigenous people of color, women, and LGBTQI+ individuals. Rather than remove this content, we present it in the context of twentieth-century social history to acknowledge and learn from its impact and to inspire awareness and discussion.
Self-righteousness and values are topics covered by Marlon Brando.  Here in the states, Brando said, we are living a dream.  We do not want strife in our lives, and yet he says it seems as though we seek it.  Brando further explains that even though we have all the advantages, there is no sense of peace and no sense of well-being.  He also stated that people will never see eye to eye.","Apr. 19, 1963","1 sound tape reel (ca. 61 min.) : 10 1/2 in., 1 sound tape reel (ca. 57 min.) : 7 in.","1 hour, 1 minute, 47 seconds",WAV,The Chicago History Museum,English,,1963-04-19,1963.0,4.0,19.0,True,mp3/42141.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/42141.mp3
,2023-04-07,6,/programs/marlon-brando-discusses-his-views-mankind-part-2,Marlon Brando discusses his views on mankind ; part 2,https://wfmt-studs-terkel.s3.amazonaws.com/published/42146.mp3,"Content Warning:  This conversation includes racially and/or culturally derogatory language and/or negative depictions of Black and Indigenous people of color, women, and LGBTQI+ individuals. Rather than remove this content, we present it in the context of twentieth-century social history to acknowledge and learn from its impact and to inspire awareness and discussion.
In a surprising twist, Marlon Brando asks Studs Terkel why he is so obsessed with asking people so many questions and Terkel’s reply was curiosity.  Brando commented that the world is full of atomic bombs and the uncensored life of a politician is a dangerous one. Brando also talks about the meaning of life.","Apr. 19, 1963",1 sound tape reel (ca. 61 min.) : 10 1/2 in. / 1 sound tape reel (ca. 57 min.) : 7 in.,"32 minutes, 19 seconds",,The Chicago History Museum,,,1963-04-19,1963.0,4.0,19.0,True,mp3/42146.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/42146.mp3
,2023-04-07,6,/programs/marlon-brando-discusses-his-views-mankind-part-3,Marlon Brando discusses his views on mankind ; part 3,https://wfmt-studs-terkel.s3.amazonaws.com/published/42270.mp3,"Content Warning:  This conversation includes racially and/or culturally derogatory language and/or negative depictions of Black and Indigenous people of color, women, and LGBTQI+ individuals. Rather than remove this content, we present it in the context of twentieth-century social history to acknowledge and learn from its impact and to inspire awareness and discussion.
In conclusion, Marlon Brando added that his being a famous actor posed an ugly and difficult burden to his son.  Through television, Brando believed that today’s kids are cynical because they’re being sold lies and false truths. Brando’s final thoughts when asked, he wondered why so many microphones were being placed in front of him.  He wondered why people would want to talk to him and/or listen to anything that he had to say.","Apr. 19, 1963",1 sound tape reel (ca. 61 min.) : 10 1/2 in. / 1 sound tape reel (ca. 57 min.) : 7 in.,"25 minutes, 15 seconds",,The Chicago History Museum,,,1963-04-19,1963.0,4.0,19.0,True,mp3/42270.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/42270.mp3
,2023-04-14,6,/programs/heinrich-gruber-and-howard-schomer-discuss-nazi-germany-and-resistance,Heinrich Gruber and Howard Schomer discuss Nazi Germany and resistance,https://wfmt-studs-terkel.s3.amazonaws.com/published/56013.mp3,German theologian Heinrich Gruber and pastor Howard Schomer discuss Nazi Germany and resistance,1968,1 sound tape reel (ca. 60 min.) : 5 in.,"18 minutes, 13 seconds",WAV,The Chicago History Museum,English,,,,,,True,mp3/56013.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/56013.mp3
